id,Sweet,Sour,Texture,Sparkling,Localisation-kr,lat,lng,pourcent,Ingredients,Description,link,Fruit/vegetable,Nuts,name_kr,name,Ingredients_kr,description_kr,Localisation,image,region,region_kr,status
153,5,1,4,2,도갓집,34.79833,126.70000,13,Glutinous rice base,This chestnut-based makgeolli emphasizes acidity over sweetness. It offers a refreshing berry flavor and a nutty richness. Enjoy it according to your mood and preference.,https://www.instagram.com/do_god_jip/,No,No,희어라연,Heeora Yeon,찹쌀 베이스,찹쌀 베이스의 진한 단맛과 고급스러운 부드러운 목넘김을 느껴보세요. 디저트 와인처럼 드실 수 있습니다.,THE BREWEY DOGATJIP,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474557/Sans_titre_fv3xpv.png,Jeollanam-do,전라남도,N/A
154,3,4,3,1,도갓집,34.799,126.70001,16,"Glutinous rice base, nuruk",Experience the rich sweetness and smooth finish of this chestnut-based makgeolli. It can be enjoyed like a dessert wine.,https://www.instagram.com/do_god_jip/,No,No,희어라 진,Heeora Jin,"찹쌀 베이스, 누룩","찹쌀 베이스지만 단맛보다는 산미를 강조한 제품입니다. 베리류의 상큼함과 견과류 고소함을 같이 느낄 수 있습니다. 취향에 따라, 분위기에 따라 즐길 수 있는 전통주, 희어라",THE BREWEY DOGATJIP,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474557/Sans_titre_fv3xpv.png,Jeollanam-do,전라남도,N/A
155,5,1,4,2,도갓집,34.799,126.701,8,Glutinous rice base,This chestnut-based makgeolli emphasizes acidity over sweetness. It offers a refreshing berry flavor and a nutty richness. Enjoy it according to your mood and preference.,https://www.instagram.com/do_god_jip/,No,No,문득,In a Moment,찹쌀 베이스,찹쌀 베이스의 진한 단맛과 고급스러운 부드러운 목넘김을 느껴보세요. 디저트 와인처럼 드실 수 있습니다.,THE BREWEY DOGATJIP,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474557/moondul_ten7zl.png,Jeollanam-do,전라남도,N/A
156,3,4,3,1,도갓집,34.797,126.70003,N/A,Glutinous rice base,Experience the rich sweetness and smooth finish of this chestnut-based makgeolli. It can be enjoyed like a dessert wine.,https://www.instagram.com/do_god_jip/,No,No,무황과,muhwangwa,찹쌀 베이스,"찹쌀 베이스지만 단맛보다는 산미를 강조한 제품입니다. 베리류의 상큼함과 견과류 고소함을 같이 느낄 수 있습니다. 취향에 따라, 분위기에 따라 즐길 수 있는 전통주, 희어라",THE BREWEY DOGATJIP,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474557/muhwagwa_pdpa9w.png,Jeollanam-do,전라남도,N/A
157,5,1,4,2,도갓집,34.79837,126.701,6,Glutinous rice base,Experience the rich sweetness and smooth finish of this chestnut-based makgeolli. It can be enjoyed like a dessert wine.,https://www.instagram.com/do_god_jip/,No,No,도갓집 막걸리,dogatjib makgeolli,찹쌀 베이스,찹쌀 베이스의 진한 단맛과 고급스러운 부드러운 목넘김을 느껴보세요. 디저트 와인처럼 드실 수 있습니다.,THE BREWEY DOGATJIP,N/A,Jeollanam-do,전라남도,N/A
158,5,2,4,2,흑화양조,35.9872029,126.7100303,12,"Rice, koji (rice koji / inoculated rice), yeast, purified water, no sweeteners.","Scent: A vibrant floral aroma blends with the rich scent of ripe grapes, creating a luxurious and elegant experience. Taste: The sweet and smooth texture of fermented chestnuts greets you first, but the finish is sharp and refined, exuding the dignity of a noble ruler. How: Enjoy the first glass full and robust. The second glass, with ice, should be smooth and refreshing.",https://www.instagram.com/soolma_gunsan/,No,No,흑화양조 프리미엄 군주 막걸리,heukhwa brewery premium gunju makgeolli,"쌀, 입국, 효모, 정제수, 무감미료",Scent 화사한 꽃향과 잘 익은 청포도의 향이 어우러져 화려하면서도 우아합니다. Taste 달콤하고 부드러운 발효 찹쌀의 텍스처가 느껴지는 바디감이 먼저 다가오지만 뒷맛은 날카롭게 마무리되며 도도한 군주의 기품을 만들어 냅니다. How 첫 잔은 가득담아 묵직하게 드세요. 두 번째 잔은 얼음과 함께 부드럽게 드세요.,heukhwa brewery,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474560/dcfuyzrf_vnfyh8.png,Jeollabuk-do,전북 군산시,N/A
159,2,2,5,2,술별닷컴 - 과천도가,37.4519384,126.9932608,14,"Purified water, Gyeonggi rice (fresh harvest), nuruk, yeast","This premium makgeolli is rich and velvety, with a robust flavor. Made with pure water, Gyeonggi rice, and national yeast, it retains the vibrant essence of our traditional makgeolli.",https://soolbyeol.com/,No,No,경기백주,Gyeonggi Baekju,"정제수, 경기미 햅쌀, 국, 효모","물 타지 않아 진하고 걸쭉한 프리미엄 생막걸리 원주 유통기한 병입일로부터 90일원재료 정제수 경기미햅쌀 국 효모 풍부한 맛! 생명력 넘치는 우리술 원주(原酒)를 그대로 담아 술다운 막걸리, 막걸리다운 술!",Sool byeol,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474560/coloreful_rzvmnc.png,Gyeonggi-do,경기도 ,N/A
160,2,2,3,2,술별닷컴 - 과천도가,37.4525,126.9932609,6,"Purified water, Gyeonggi rice, nuruk, yeast","Moa Spatam is a premium rice makgeolli with a natural sweetness. Made with pure water, Gyeonggi rice, and national yeast, it captures the essence of nature's adventure and freedom. This pure and subtle makgeolli pairs well with any personality. Enjoy it with friends in a lively party atmosphere.",https://soolbyeol.com/,No,No,관악산생막걸리,Gwanaksan Raw Makgeolli,"정제수, 경기미 햅쌀, 국, 효모",무아스파탐 달지 않은 프리미엄 쌀막걸리 유통기한 병입일로부터 45일원재료 정제수 경기미햅쌀 국 효모 천혜의 자연에서 즐기는 모험과 자유를 큰 병에 한가득 담았습니다. 어떤 개성과도 어울리는 순수한 우리 쌀 막걸리 본연의 담백하고 은근한 맛을 살렸습니다. 친구들과 큰 잔에 벌컥벌컥 유쾌하게 들이키는 떠들썩한 파티의 술. 관악산생막걸리와 우정어린 축제를 열어보세요!,Sool byeol,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474561/naksansaengmakgeolli_gowr0a.png,Gyeonggi-do,경기도 ,N/A
161,3,2,3,2,술별닷컴 - 과천도가,37.4524,126.994,12,"Purified water, Gyeonggi rice, nuruk, yeast","Made with pure water, Gyeonggi rice, and national yeast, this makgeolli is aged for 150 days from the bottling date.",https://soolbyeol.com/,No,No,"맛있는 막걸리, 숲으로12","Delicious Makgeolli, Into the Forest 12","정제수, 경기미 햅쌀, 국, 효모",유통기한 병입일로부터 150일 원재료 정제수 경기미햅쌀 국 효모,Sool byeol,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474562/supeulo12_zlnhbf.png,Gyeonggi-do,경기도 ,N/A
162,3,2,3,2,술별닷컴 - 과천도가,37.4519387,126.994,7,N/A,"The makgeolli of white wine! Refreshing and invigorating, like a walk in a lush forest.",https://soolbyeol.com/,No,No,"맛있는 막걸리, 숲으로7","Delicious Makgeolli, Into the Forest 7",N/A,"막걸리계의 화이트와인! 싱그러운 숲에 안긴 듯, 상쾌한 막걸리",Sool byeol,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474562/supeulo12_zlnhbf.png,Gyeonggi-do,경기도 ,N/A
163,3,2,3,2,술별닷컴 - 과천도가,37.4519387,126.995,9,N/A,N/A,https://soolbyeol.com/,No,No,과천미주,Gwacheon Miju,N/A,N/A,Sool byeol,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474560/gwacheonmiju_o8liqd.png,Gyeonggi-do,경기도 ,N/A
164,4,3,4,2,인산농장,35.51944,127.72500,15,"Rice, nuruk, water","Takyeohyeon is a premium farmhouse liquor inspired by a line from Li Bai’s poem “Drinking Alone Under the Moon”, where cloudy alcohol is compared to a wise person. It enriches your table with a harmonious balance of deep sweetness and balanced acidity.",N/A,No,No,탁여현 15%,Tackyeohyeon premium nongju,"원료: 쌀, 누룩, 물",탁여현은 이백의 시 '월하독작' 중復道濁如賢탁주는 현인과 같다) 구절에 어울리는 프리미엄 농주로 원료의 묵직한 단맛과 적절한 산미가 어우러져 당신의 식탁을 더욱 풍요롭게 바꿔드립니다.,Insan farm,N/A,Gyeongsangnam-do,경남 함안,N/A
165,3,2,3,2,빛올양조연구소,35.272703738450446,128.40680073743613,6.5,"Rice, nuruk, yeast, water","Hello ^^ announcement: the “Nakhwaju” brand has been changed to “Hwabi.” Hwabi is a compound of “fire (火) + the Korean native word bi (rain),” symbolizing falling fire blossoms. More details on Instagram @shinybrewer. Thank you as always ^^",https://www.instagram.com/shinybrewer/,No,No,화비 탁주,Hwabi Takju (Hwabi cloudy rice wine),"쌀, 누룩, 효모, 물","안녕하세요^^ 공지 드립니다. ""낙화주"" 상표는 ""화비""로 변경 되었습니다! 화비는 ""火+ 순우리말 비"" 합성어로 낙화놀이를 형상화한 말입니다. 자세한 내용은 인스타에서 확인하실 수 있습니다. @shinybrewer 늘 감사합니다^^",Shiny brewer,N/A,Gyeongsangnam-do,경남 함안,N/A
166,3,2,3,2,빛올양조연구소,35.272703738450446,128.40680073743613,14.2,"Glutinous rice (Haman-gun, pesticide-free glutinous rice), Bitol yeast, Nuruk (contains wheat), Purified water","“Ilwol Samju – Ilju142” has been rebranded and re-released as “Ilwol Samju – Ilju.” Changes: brand name Ilju142 → Ilju, volume 350 ml → 375 ml, alcohol content 14.2%. Product details will be uploaded soon.",https://www.instagram.com/shinybrewer/,No,No,일월삼주 일주 막걸리,Ilwol Samju Ilju Makgeolli,"원재료 찹쌀(함안군 무농약 찹쌀), 빛올효모, 누룩(밀함유), 정제수","일월삼주-일주142가 일월삼주-일주로 상표 변경되어 재출시 되었습니다. ※변경사항 및 사양 상표변경: 일월삼주-일주142 -> 일월삼주-일주 용량: 350ml -> 375ml 알콜분: 14.2% 상세페이지는 곧 업로드됩니다. 상품정보 제품명: 일월삼주-일주 도수: 14.2% 용량: 375ml 보관유형: 냉장보관 유통기한: 3개월 일주142는 어떤 술인가요? 일주142와 어울리는 음식 누가 생산하나요? 빛올양조연구소 대표 김비성입니다. 미생물 실험에서 실험실과 손, 시료의 오염 등에서 발생하는 작은 실수는 큰 오차로 이어집니다. 빛올",Shiny brewer,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474566/Sans_titre2_gxg6fm.png,Gyeongsangnam-do,경남 함안,N/A
167,5,2,3,2,어떤하루 by녹동양조,34.52936988795488,127.13083065196234,8,"Aspartame,Goheung yuja (Korean citron), Domestic rice",N/A,https://www.instagram.com/eotteonharu_official/,Yes,No,고유막걸리  - 고흥유자막걸리,goyumakgeolli - goheun yuja makgeolli,"아스파탐, 고흥 유자, 국내산 쌀",N/A,Nokdong brewery,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474552/yuja_cr6vpj.png,Jeollanam-do goheun,전라남도 고흥군,N/A
168,3,2,3,2,어떤하루 by녹동양조,34.523,127.13083065196235,8,"Goheung rice (assumed), nuruk, yeast, water",N/A,https://www.instagram.com/eotteonharu_official/,No,No,고미막걸리 - 고흥 쌀 막걸리,gomi makgeolli,"고흥쌀 (추정), 누룩, 효모, 물",N/A,Nokdong brewery,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474552/goheung_rice_t8i6gx.png,Jeollanam-do goheun,전라남도 고흥군,N/A
169,5,3,3,2,어떤하루 by녹동양조,34.52936988795488,127.131,8,"Kiwi, Goheung rice, preservatives, artificial flavorings.",N/A,N/A,Yes,No,고흥키위주 08,goheun kiwi ,"키위, 고흥쌀, 방부제, 합성착향료",N/A,Nokdong brewery,N/A,Jeollanam-do goheun,전라남도 고흥군,N/A
170,5,3,2,2,Silo brewery,36.59339163254453,127.29960596447283,8,"Redhyang citrus, rice, nuruk, yeast","After washing the red fragrant apples from Geumnam-myeon, Sejong City, the peel and flesh are carefully cleaned and used to capture the aroma of red fragrant apples in makgeolli. You can feel the fragrant aroma of red fragrant apples along with the appropriate balance of sweetness and acidity, and if you drink it with your eyes closed, it has little alcohol and is easy to drink, to the point where it feels like orange juice.",silobrewery.co.kr,Yes,No,사일로 막걸리 레드향,Silo makgeolli red flavor,"레드향 (귤류), 쌀, 누룩, 효모","세종시 금남면의 레드향을 세척 후 껍질과 과육을 잘 손질하고 사용하여 레드향의 향을 막걸리에 그대로 담았습니다. 당도와 산도의 적절한 균형과 함께 레드향의 향긋한 향을 느낄 수 있고, 눈을 감고 마시면 오렌지 주스로 느껴질 정도로 알콜감이 적고 마시기 편합니다.",N/A,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474553/%EC%9B%B9%EC%82%AC%EC%9D%B4%ED%8A%B8%EC%8D%B8%EB%84%A4%EC%9D%BC-1024x1536_vzpazj.png,Sejong,세종시,N/A
171,4,3,3,2,Silo brewery,36.594,127.29960596447284,10,"Rice, nuruk, yeast","Silo Makgeolli is a Samyangju that has gone through a three-stage fermentation process. Through five delicate temperature changes, the sweetness and acidity of stone fruits such as peaches and plums were created, and through Silo’s unique fermentation technology and two filtrations, spoilage was minimized and any impurities that could come from the liquor were reduced to maximize drinkability.",silobrewery.co.kr,No,No,사일로 막걸리,Silo makgeolli,"쌀, 누룩, 효모","사일로 막걸리는 3번의 담금 과정을 거친 삼양주입니다. 5번의 섬세한 온도 변화를 통해 복숭아, 자두 같은 핵과류의 단맛과 산미를 만들었고 사일로만의 발효기술과 2번의 여과를 통해 변질을 최소화하고 술에서 날 수 있는 잡내를 줄여 음용성을 극대화했습니다.",N/A,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474556/%E1%84%87%E1%85%A9%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%8B%E1%85%AA%E1%86%AB%E1%84%85%E1%85%AD-%E1%84%82%E1%85%AE%E1%84%81%E1%85%B5%E1%84%8B%E1%85%AA%E1%86%AB%E1%84%85%E1%85%AD-1-1024x1536_bzdvhi.png,Sejong,세종시,N/A
172,3,3,3,2,Silo brewery,36.595,127.29960596447285,6,"Rice, nuruk, yeast","Focusing on drinkability, this is a low-alcohol makgeolli with moderate sweetness, refreshing acidity, and a clean finish. It pairs well with any food, but it is also good to pair with oily foods, seafood, and noodles, and is also good to drink on its own without any side dishes.",silobrewery.co.kr,No,No,사일로 6,Silo 6,"쌀, 누룩, 효모","음용성에 집중하여 적당한 당도와 산뜻한 산미, 깔끔하게 마실 수 있는 저도수의 막걸리입니다. 어떠한 음식과도 페어링이 좋지만 기름진 음식, 해산물, 전류 등과 페어링 하기 좋고 안주 없이 그냥 드셔도 좋습니다.",N/A,https://res.cloudinary.com/dhwup3tvm/image/upload/v1749474552/Untitled-1-1024x1536_avrznc.png,Sejong,세종시,N/A
